date,time,tweet,tweet_id,length,hashtag,at_mention,at_message,RT,RT_pos,link,link_pos,proof_related
"2009-02-16","21:29","At Victors I am simply joven or guapo. Im down with that.",1216692678,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-05-07","21:16","Vanilla ice cream and espresso shots with mom in honor of Nic D.",53789702,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-09-25","20:42","Plotting how to do more with less. Sitting in the sun. Feel ill.",934853457,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-02-11","19:19","procrastinating writing back to two different people named ivan.",5433472,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-28","18:00","Happiness is paper plates of mexican food and three hand-stamps.",370681822,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-06-28","9:26","Jm3 imaginary biography chap 6 : Planning - The Unnatural Act",124311082,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-02-17","6:53","who was the cretin who invented warm salads? jesus. warm salads.",5552283,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-20","6:21","Wow the Mad Men season finale was lame. Talk bout some bullshit.",349588692,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-13","6:10","hunting for the right soundtrack for citycarshare drive tomorrow",26578461,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-30","3:12","Thank you Land of Talk for making my windy ride home excellent.",374129792,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-02","2:54","You have killed a vital Ediff buffer---you must leave Ediff now!",5786046,64,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-09-10","21:49","DETROIT LIVES. http://www.palladiumboots.com/exploration/detroit",24140072065,64,FALSE,FALSE,FALSE,FALSE,-1,TRUE,18,FALSE
"2010-09-13","2:05","The OAuth dancer and the Ghost Trap. http://plixi.com/p/44845960",24340308043,64,FALSE,FALSE,FALSE,FALSE,-1,TRUE,40,FALSE
"2010-02-18","8:32","@tiboutoo next stop: album art(!) #insanity #whenarchivismattacks",9275653791,65,TRUE,TRUE,TRUE,TRUE,31,FALSE,-1,FALSE
"2009-06-20","21:50","@tiboutoo photos of jasmine look like mangos taste... wait what?",2257756850,65,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-08-03","19:44","@othylmann agreed. PS im sitting next to @jamiew who says hi :)",20245547669,65,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-06-12","18:33","@stdoyle :) a nod to Rainer Fassbinders famous  — RWF signoff.",16021229632,65,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-01-04","6:58","@cyantist @arrington whoa thats a rad tablet prototype. thanks!",7359456112,65,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-06-02","15:44","RT @140ProofAds: “The best ad is a good product.” - Alan H. Meyer",15259911280,65,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,TRUE
"2010-07-14","20:07","RT @MandingoSlice: How do niggas be gettin the moving pictures ??",18545202336,65,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2010-05-22","1:15","RT @aidaan: if a bro gets iced in solitude does he make a sound?",14464280519,65,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2009-09-04","5:57","+1 to @markromanek for being rad and posting many curious photos.",3751576104,65,FALSE,TRUE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-08-24","21:16","Im in town for business.  #nowyouknow  http://flic.kr/p/8v8tH6",22031658105,65,TRUE,FALSE,FALSE,FALSE,-1,TRUE,42,FALSE
"2009-01-05","5:34","Things my apartment is missing: autoclave more ramps ice patch.",1096541517,65,FALSE,FALSE,FALSE,TRUE,16,FALSE,-1,FALSE
"2007-03-25","6:57","rich white: good shirt idea: i dont care about your wireframes",12375201,65,FALSE,FALSE,FALSE,TRUE,23,FALSE,-1,FALSE
"2009-05-16","21:36","Deploying capital against a localized  burrito deficit situation.",1820221522,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-13","21:08","Orange pod house... Check. Drug barn? Check. ¿Que mas que mas?",27290201,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-09-25","20:07","Humans only buy two things: 1. solutions 2. good feelings. — Peri",25527528538,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-03","20:04","Blennheim ginger ale bottling plant crashes! Kernel Panic indeed!",18700801,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-03","17:44","ipod number five. God bless applecare. (moment of silence occurs)",2075163,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-09-28","8:57","So Facebook is the new opium of the bored / boring. This is news?",25768243705,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-05","8:34","learning that The New Yorker arose out of Prohibition resistance.",19819211,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-09-11","6:05","See most of the people here are very gentle and have no jobs.",24172781985,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-28","5:56","Caribou frontman looks so much like the white pheezy its uncanny.",369643992,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-05-23","2:43","Love for sale - why did these shocked fans pay $20000 for sushi?",1889693704,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-06-11","2:18","MUNI T-Third: $648 million budgeted $768m actual one year late.",99123542,65,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-09-17","18:59","Obama cant gymkhana. http://stapledesign.com/2010/09/f-the-stig/",24783897647,65,FALSE,FALSE,FALSE,FALSE,-1,TRUE,24,FALSE
"2010-06-12","3:24","BABIES. http://trailers.apple.com/trailers/focus_features/babies/",15975844238,65,FALSE,FALSE,FALSE,FALSE,-1,TRUE,11,FALSE
"2009-09-17","0:31","Zona Protegida de Renuncia a su Hijo(a) http://j.mp/surrendersite",4042495872,65,FALSE,FALSE,FALSE,FALSE,-1,TRUE,43,FALSE
"2009-12-20","0:22","@rands +1 happy #budsockxmas may your headphones remain untangled.",6844255138,66,TRUE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2007-09-19","19:33","@rands four words: AKZIDENZ GROTESK CONDENSED BOLD (in rands-caps)",279866072,66,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-06-24","9:48","@cstoller SLEEP = DEATH http://www.flickr.com/photos/jm3/88082892/",16918005096,66,FALSE,TRUE,TRUE,FALSE,-1,TRUE,27,FALSE
"2010-06-16","0:12","@nanaenay http://www.mcsweeneys.net/links/lists/18silverstein.html",16265374600,66,FALSE,TRUE,TRUE,FALSE,-1,TRUE,13,FALSE
"2010-02-26","17:52","RT @takeitez: Lets just keep this between you and me and Echelon.",9688725531,66,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2010-08-16","19:06","RT @rsarver: Loving: La Roux - In for the Kill http://t.co/BBQCGfs",21337780795,66,FALSE,TRUE,FALSE,TRUE,3,TRUE,50,FALSE
"2010-06-27","0:59","RT @faaborg: Why tabs are on top in Firefox 4 http://bit.ly/cmdTVP",17129004003,66,FALSE,TRUE,FALSE,TRUE,3,TRUE,49,FALSE
"2010-02-27","3:05","Eating @GoldenGrahams and drinking @21stAmendment. As endorsingly.",9710919195,66,FALSE,TRUE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-03-05","16:52","Tahoe-bound with the @140ProofAds team! :) http://yfrog.com/htdc6j",10032221537,66,FALSE,TRUE,FALSE,FALSE,-1,TRUE,46,TRUE
"2010-06-24","5:05","Hilarity courtesy of @vnaylon: http://www.27bslash6.com/missy.html",16905725457,66,FALSE,TRUE,FALSE,TRUE,15,TRUE,34,FALSE
"2007-02-20","5:22","was Re: the shattered wreckage of my mouth post-wasabi @ godzila.",5598377,66,FALSE,TRUE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-09-26","18:17","Get learned with Paul Virilio. http://bit.ly/bGRhUx /via @PD_Smith",25612418244,66,FALSE,TRUE,FALSE,FALSE,-1,TRUE,34,FALSE
"2008-11-28","21:20","Virgin Krink nibs figure-8s and Hamburger Eyes?! Thanks @kosta!",1028507805,66,FALSE,TRUE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-02-02","8:48","Basement bike racing is the new all-over print. #turnright #gofast",8535567891,66,TRUE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-01-12","4:33","YANC (Yet Another Naming Crisis) #branding #dueyesterday #insanity",7657547636,66,TRUE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-03-19","5:44","jm3’s most interesting photos on #Flickriver: http://bit.ly/4cotPt",10709294180,66,TRUE,FALSE,FALSE,FALSE,-1,TRUE,49,FALSE
"2007-04-14","16:38","hummingbird floating and darting x- y- z-axis outside my window.",28027861,66,FALSE,FALSE,FALSE,TRUE,30,FALSE,-1,FALSE
"2007-02-19","20:33","just got the CSR to credit me $170 off my last mobile bill -- YES!",5591393,66,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-09-21","20:02","Walking in the Mission. OH: ...like basketball without the guns.",929614364,66,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-03-30","10:17","Contributors have a human right to be heard: dont mess with that.",11301210967,66,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-12-21","9:57","Holiday approval-fuel prosecco fountains a 22 perfectly on time.",1070344811,66,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-03-26","9:41","The intellectual equivalent of a deep tissue massage. Improvising.",1393470063,66,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-10-03","7:28","If I said I was fighting DEATH you might say: who among us ISN’T?",4574647412,66,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-08-21","6:24","Slim Charles: Thing about the old days is -- they the old days.",217402652,66,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-11-14","2:28","So i joined the Lesbian Ad Network. You know just horsing around.",5698627840,66,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-05-10","0:27","when we say EOD we mean in OUR time zone... and our Ds are long.",57927022,66,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-07-13","18:42","Write with clouds: http://www.pixelmator.com/learn/2010/05/clouds/",18457928011,66,FALSE,FALSE,FALSE,FALSE,-1,TRUE,22,FALSE
"2010-09-14","18:41","Checking out  Procssor (sic) a CSS prettifier http://procssor.com",24499674872,66,FALSE,FALSE,FALSE,FALSE,-1,TRUE,49,FALSE
"2009-10-31","6:17","Hey Detroit: Happy Devils Night: pray for rain. http://j.mp/bXQG8",5308652512,66,FALSE,FALSE,FALSE,FALSE,-1,TRUE,51,FALSE
"2010-06-06","1:18","In case you had any doubts at all:  http://tweetphoto.com/25819713",15523258340,66,FALSE,FALSE,FALSE,FALSE,-1,TRUE,39,FALSE
"2010-05-10","1:58","Whoa. The rad oil painting app Artrage: http://vimeo.com/10939065",13700800790,66,FALSE,FALSE,FALSE,TRUE,35,TRUE,43,FALSE
"2010-05-21","19:20","@livingbaby Were going to call you the baby-faced billionaires.",14447749483,67,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-06-16","15:24","@tiboutoo Thank you. The DMX track helps me understand The Prowler.",16314199820,67,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-09-08","1:48","@jessedee great job on your gaga deck just found it on note+point.",23872725223,67,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-05-06","18:46","@kabbenbock check out the @unbounce stuff too: http://unbounce.com/",13502184730,67,FALSE,TRUE,TRUE,FALSE,-1,TRUE,50,FALSE
"2010-06-15","9:59","RT @aldozenzo: StackOverflow is to binary as @dribbble is to pixel.",16213589591,67,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2010-08-05","8:17","RT @Krogisms: WITH MEAT AT $2 A POUND WHY WOULD ANYBODY EAT RICE??",20372260753,67,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2009-10-07","17:40","Inaugural move-in! (@ Bubble Fusion Labs in SF) http://bit.ly/Zppr1",4687531307,67,FALSE,TRUE,FALSE,FALSE,-1,TRUE,51,FALSE
"2009-12-28","2:46","whoa. #butterburgers RT @stdoyle http://twitpic.com/vj3hg - 9:01PM.",7109164291,67,TRUE,TRUE,FALSE,TRUE,24,TRUE,36,FALSE
"2010-02-13","22:33","Katherine Westerhout show! (@ Electric Works) http://4sq.com/dmGeDx",9072773412,67,FALSE,TRUE,FALSE,FALSE,-1,TRUE,49,FALSE
"2010-03-04","9:09","Category - things i send to @dianakimball: http://vimeo.com/9378525",9966174947,67,FALSE,TRUE,FALSE,FALSE,-1,TRUE,46,FALSE
"2010-09-03","1:21","http://vimeo.com/14330674 #michigan #football #ramadan /via @amadad",22847135323,67,TRUE,TRUE,FALSE,FALSE,-1,TRUE,3,FALSE
"2009-07-17","17:05","New favorite British accent word: mimetic. Mim-e-ic. #glottalstops",2691509372,67,TRUE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-01-04","4:25","Operation: Escaping Pac Heights begins tonight. #bubblewrap #moving",7355787083,67,TRUE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-30","6:47","just bought a mind-blowing font from WeWorkForThem (thanks aaron!)",1850493,67,FALSE,FALSE,FALSE,TRUE,48,FALSE,-1,FALSE
"2008-07-23","21:24","AWESOME FUCKING DAY IN THE PARK. AND I FOUND CAPS LOCK. LIFE RULES.",866523698,67,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-03-11","20:27","The Luxx Quadrant Halo Deck is the new Praxis 9 factor. Pass it on.",10338262220,67,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-03","18:30","The Organ on repeat while i countdown to the come-to-jesus con call",18645161,67,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-22","17:16","seeks bassmint mix the soundtrack to my pre-brunch interstitial.",36103752,67,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-05-08","15:52","Another day another MUNI bus that smells like scorched cat food...",806476394,67,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-17","15:01","I learn with some surprise that bakasana remains available to me.",860972112,67,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-09-10","11:04","Effervescent six-fold luminance.  “It takes grindin’ to be a king.”",3885159723,67,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-03-27","5:27","The drifting spy vs spy interpolated penguins / ice floe problem.",777810389,67,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-26","5:06","You listenin to the K-P-Oh-Oh; its that ghetto gumbo you know!",868767759,67,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-04-27","21:10","The most amazing thing you will ever see: http://tinyurl.com/5v5zxl",798246649,67,FALSE,FALSE,FALSE,FALSE,-1,TRUE,45,FALSE
"2010-06-29","16:37","WHEN IN DOUBT — KNOCK IT OUT!  http://resourcefuldesign.com/?p=1493",17346160781,67,FALSE,FALSE,FALSE,FALSE,-1,TRUE,34,FALSE
"2010-09-09","19:42","Less is less. 182 square foot apartment. http://tinyurl.com/27jtx6f",24038195819,67,FALSE,FALSE,FALSE,TRUE,36,TRUE,44,FALSE
"2010-06-07","23:27","@daksis  yea at the Sheraton on Fayette. Were in scenic Schulas",15663680501,68,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-04-15","20:56","@ejc good to meet you interested to learn more about your platform.",12243801925,68,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-02-18","4:07","@OgilvyWW Hi you should fix the wacky & sign in your Twitter bio :)",9267803391,68,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2008-10-24","1:25","@takeitez who didnt credit his/her FUCKING PHOTOGRAPHER? The shame!",972950172,68,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-03-06","1:12","@kunur Remember who you heard it from first ;-) http://bit.ly/bwv8m9",10051613465,68,FALSE,TRUE,TRUE,FALSE,-1,TRUE,51,FALSE
"2010-03-01","0:21","@jamiew fruit follies courtesy @formalplay: http://vimeo.com/9768828",9799995479,68,FALSE,TRUE,TRUE,TRUE,28,TRUE,47,FALSE
"2010-09-20","17:37","RT @RainnWilson: “I printed out all of Wikipedia.” /via @sara_morton",25044518240,68,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2010-01-01","20:29","Swamp Talk! (@ California Academy of Sciences) http://4sq.com/3wpbWU",7278085859,68,FALSE,TRUE,FALSE,FALSE,-1,TRUE,50,FALSE
"2010-04-15","21:35","Rocking the mic with @pengwynn and @sferik for The Changelog podcast",12245460914,68,FALSE,TRUE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-10-02","21:12","watch with or without sound. http://bit.ly/1PWDj (via @bigspaceship)",4563333295,68,FALSE,TRUE,FALSE,FALSE,-1,TRUE,32,FALSE
"2010-09-17","18:22","http://vimeo.com/14958082 amazing shit via the wonderful @bloggerton",24781508480,68,FALSE,TRUE,FALSE,TRUE,67,TRUE,3,FALSE
"2010-02-22","3:12","“I’m Windows 7 and this is for me.” #thingswesaywhenrespondingtoRFPs",9458723486,68,TRUE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-03-21","2:23","airbag bounce. resume situation. #organicsf http://twitpic.com/2at8e",1364079023,68,TRUE,FALSE,FALSE,FALSE,-1,TRUE,47,FALSE
"2010-01-02","22:56","A hole is to dig. Hands are for holding. A face is for making faces.",7312484946,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-31","20:41","Spicy fried cuttlefish and shrinkwrapped VCDs in the same deli case.",16671951,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-09-04","19:23","“Doubt can only be removed by action.” —  Johann Wolfgang von Goethe",22999238844,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-06-22","18:24","In Finland peat mosses have been used to make bread during famines.",116187602,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-08-26","18:21","Occasionally you need to talk someone out of buying hater insurance.",3561457198,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-07-14","9:08","Brain on fire; drinking water that tastes like milk to extingish it.",857852559,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-05-05","5:13","ps. So exhausted but super-happy. So much good crazy isht going on.",13408137204,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-09-12","1:49","Im not entering that conference room unless it smells like roses.",918395661,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-30","1:03","unbeknownst to me i win something called the 2006 GOLD MIDAS award!",4615093,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-01-14","0:34","5 of my 6 boxes all addressed INcorrectly by me arrive anyway!! :D",2808983,68,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-03-19","9:25","So I added my projector to NeighborGoods. http://tinyurl.com/y8gpo2v",10714774055,68,FALSE,FALSE,FALSE,FALSE,-1,TRUE,45,FALSE
"2010-03-03","8:29","The Apple patent-infringement claims in English: http://j.mp/cwfqFO",9916024590,68,FALSE,FALSE,FALSE,FALSE,-1,TRUE,52,FALSE
"2009-09-23","21:38","@lesleygold +1 for the great perspective on PR and growing the brand.",4325844674,69,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-09-17","5:51","@formalplay http://www.trafikpictures.com/tlr/ /cc @essl @mikenowland",24734465927,69,FALSE,TRUE,TRUE,FALSE,-1,TRUE,15,FALSE
"2010-08-13","7:09","@seekoh @samaman @bloggerton http://catalogliving.net /via @ireneface",21044218136,69,FALSE,TRUE,TRUE,TRUE,27,TRUE,32,FALSE
"2010-06-28","15:34","RT @samaman: Twelpforce wins Titanium Grand Prix?? Hmmm. #canneslions",17259434694,69,TRUE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2010-02-25","10:14","RT @aidaan: “like I said barely legal browsers.” [re: google chrome]",9619902277,69,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2010-08-19","17:45","Spreadsheets have become the shadows on Platos wall. - @chrisheuer",21595887565,69,FALSE,TRUE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-07-26","1:02","(The pre-launch codename for Ning.com was 24-Hour Laundry. — @pmarca)",2845799193,69,FALSE,TRUE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-03-09","21:41","Tweetie Two For Mac Approaches… http://tcrn.ch/bx48Au #rumble #rumble",10239123058,69,TRUE,FALSE,FALSE,FALSE,-1,TRUE,35,FALSE
"2007-06-12","2:50","I meet someone designing cutting edge tshirts inspired by UFC garb.",100763882,69,FALSE,FALSE,FALSE,TRUE,45,FALSE,-1,FALSE
"2007-04-19","15:18","Everybody craves assurance. Its the coin they insert into reality.",33218521,69,FALSE,FALSE,FALSE,TRUE,53,FALSE,-1,FALSE
"2010-08-18","23:57","And with a keystroke Operation: INCINERATE GIGGLESVILLE is underway.",21531391576,69,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2006-12-29","22:23","gave away a skateboard to mike a table to alan and legos to duncan!",1835983,69,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-06-25","22:17","Serious question: how cheaply could I get a horse head? Need it soon.",17047424013,69,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-01","19:56","field-stripping and lubing my desk is definitely an NC-17 experience.",17202331,69,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-07-19","17:59","Deep soulful mopping and scouring to the sounds of The Dead Weather.",2724927622,69,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-25","4:30","somethings burning. les: smells kinda meaty. hope its not a user.",12336451,69,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-07-16","4:26","Hollywood Babylon followed by Bullet at Godzila sushi. Misfits FTFW!",151844922,69,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-04-28","3:40","Still standing post six person interview battery. Let it all be done.",42644242,69,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2009-11-20","22:57","I guess the girl lives. — at Crushpad Warehouse http://gowal.la/s/AAm",5903101248,69,FALSE,FALSE,FALSE,FALSE,-1,TRUE,51,FALSE
"2010-08-17","15:22","Why demagogues love debating the 14th Amendment. http://bit.ly/afiHTG",21411139513,69,FALSE,FALSE,FALSE,FALSE,-1,TRUE,52,FALSE
"2008-12-06","9:02","R.I.P. MC Breed (of Detroits Finest Crew). http://tinyurl.com/6duek4",1041762095,69,FALSE,FALSE,FALSE,FALSE,-1,TRUE,46,FALSE
"2009-03-29","4:13","20 year-old epoxy challenges at Brazen Head. http://twitpic.com/2kb0r",1410679621,69,FALSE,FALSE,FALSE,FALSE,-1,TRUE,48,FALSE
"2010-06-03","9:42","@cstoller @naveen @seekoh standard bugbear. http://j.mp/DDguy #owlbear",15314518846,70,TRUE,TRUE,TRUE,FALSE,-1,TRUE,47,FALSE
"2010-01-04","16:25","@charlanebrady a little SOMA apartment near work. time for a change ;)",7371474523,70,FALSE,TRUE,TRUE,TRUE,35,FALSE,-1,FALSE
"2010-03-19","8:34","@misscanada you should meet up with @mickipedia while she’s in Austin.",10713555782,70,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-03-11","2:48","@mat Brooklyn Circus in SF is so rad… both the clothes and the people.",10302901099,70,FALSE,TRUE,TRUE,FALSE,-1,FALSE,-1,FALSE
"2010-03-06","19:13","@ireneface @jamiew http://en.m.wikipedia.org/wiki/Frank_Chu recognize.",10085896371,70,FALSE,TRUE,TRUE,FALSE,-1,TRUE,22,FALSE
"2010-09-15","19:51","RT @RonConwayFacts: Ron Conway can hold his iPhone 4 however he wants.",24598705817,70,FALSE,TRUE,FALSE,TRUE,3,FALSE,-1,FALSE
"2009-11-09","4:42","Right now @jm3 said: Bananas! (@ Tataki in SF) http://bit.ly/2Z3MbV",5551093289,70,FALSE,TRUE,FALSE,FALSE,-1,TRUE,50,FALSE
"2009-12-02","17:20","¡Obámanos! #fb (@ Borders Bookstore in Ann Arbor) http://bit.ly/5sW0e4",6275113125,70,TRUE,TRUE,FALSE,FALSE,-1,TRUE,53,FALSE
"2010-01-23","5:44","Kim Kardashians backend engineer. (@ 140 Proof) http://4sq.com/7BcQcI",8101417419,70,FALSE,TRUE,FALSE,FALSE,-1,TRUE,51,TRUE
"2008-05-11","1:47","was Re: weavers. http://rubyurl.com/zLc6 (tip of the hat to @takeitez)",808352771,70,FALSE,TRUE,FALSE,FALSE,-1,TRUE,20,FALSE
"2009-04-02","4:34","#20 grit sandpaper is to my eyelids as _________ is to...oh nevermind.",1436478400,70,TRUE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-12","21:42","remembering that i have ZERO corporate design portfolio. whoops. f-ck.",7141311,70,FALSE,FALSE,FALSE,TRUE,51,FALSE,-1,FALSE
"2007-09-17","22:59","Best of TechCrunch40 : Musicshake : We have SO many business models!",275367492,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-12-08","19:10","Product Management is kind of like fish squeezing. -- Scott Banister",481762142,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-03-19","18:22","WE HAVE JUST FOLDED SPACE FROM IX.  MANY MACHINES ON IX… NEW MACHINES.",10734969523,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-02-14","17:13","meeting bankers and investors in menlo park. Forecast: eggs and bacon.",5503522,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-08-03","16:03","I love that Sleeper Cell has new vocab words for me like ghost team.",184820112,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2010-01-25","7:15","Would you think about email spam differently if you worked for Viagra?",8183472866,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-01-28","5:17","Watching half-corrupted torrents of The Wire because I JUST CANT WAIT",649419242,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-03-11","3:48","made in usa. incomplete without surface noise. disposable information.",6539471,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2007-10-06","3:44","So late and distracted that I just brushed my teeth while chewing gum.",315631002,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
"2008-06-24","3:18","Casting whisky to chai while rocking my Monday night Unabomber look.",842154999,70,FALSE,FALSE,FALSE,FALSE,-1,FALSE,-1,FALSE
