tweet_id,tweet,screen_name,name,date,avatar
770191030,i'm a loud tooth fairy,cstoller,Chad Stoller,03-11-2008 21:06:37,http://s3.amazonaws.com/twitter_production/profile_images/51580031/chad_wu_mini_normal.jpg
774057943,My tear-away pants got snagged on my Union Jack thong and basically the funeral went downhill from there.,fireland,Joshua Green Allen,03-19-2008 12:24:06,http://s3.amazonaws.com/twitter_production/profile_images/67416319/twt_bigger_normal.jpg
774198039,The kid is cute; the father is ugly. I always forget: is it the cosine or the sine that allows you to solve for whether the mom is hot?,scottsimpson,Scott Simpson,03-19-2008 18:22:39,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
774491590,At the late point in my haircut cycle where it looks like I refused treatment for a farming accident.,hotdogsladies,hotdogsladies,03-20-2008 09:00:16,http://s3.amazonaws.com/twitter_production/profile_images/51857279/merlin_icon_184-1_normal.png
774607046,Dear Penthouse Forum: The following true tale will be much easier to understand if you first refer to the enclosed chart of Angus beef cuts.,fireland,Joshua Green Allen,03-20-2008 13:09:18,http://s3.amazonaws.com/twitter_production/profile_images/67416319/twt_bigger_normal.jpg
774679524,"fuck future states. I just spent 4 hours debugging to find the problem in a piece of functionality that exists solely to support ""phase n+7""",jamesv,james vreeland,03-20-2008 16:17:44,http://s3.amazonaws.com/twitter_production/profile_images/66558728/skull_001_normal.jpg
775197826,"We're not making, like, engines...",dcurtis,Dustin Curtis,03-21-2008 17:35:59,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
775808935,My son just ate a Cadbury egg in under 45 seconds. I was like watching a python eat a field mouse. He didn't even have to dislocate his jaw.,scottsimpson,Scott Simpson,03-23-2008 07:55:10,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
775927236,3 John Candy movies on one DVD for 10 bucks? Looks like i'm about to buy the rest of my day.,formalplay,formalplay,03-23-2008 14:25:29,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
776167538,"@kosta - Antibiotics have failed, the only left is the baby Jesus. Waving him in.",Stuart,Stuart,03-24-2008 04:41:01,http://s3.amazonaws.com/twitter_production/profile_images/69456256/stu_normal.jpg
776344261,It's made of unobtainium!,dcurtis,Dustin Curtis,03-24-2008 11:33:48,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
776397945,"killing massive chunks of javascript     ...softly, as it were.",cousinwil,Wil,03-24-2008 13:42:11,http://s3.amazonaws.com/twitter_production/profile_images/93562863/heavenly_icon_normal.jpg
776517995,I have my own public speaching coach... Jack Daniels.,dcurtis,Dustin Curtis,03-24-2008 18:42:06,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
776893509,I bought a new camera. It's very advanced. You don't even need it.,notstevenwright,Fake Steven Wright,03-25-2008 10:42:15,http://s3.amazonaws.com/twitter_production/profile_images/27295042/sw_normal.jpg
777803026,"Sometimes, I think I speak a different language.",cyantist,Cyan Banister,03-26-2008 22:04:56,http://s3.amazonaws.com/twitter_production/profile_images/76929712/cyanicon_normal.jpg
778152460,"Yelp should let me rate the raters. ""Tanya Z. is a cheap, lonely community college student w/weird hair and an eating disorder. ★★""",hotdogsladies,hotdogsladies,03-27-2008 12:16:04,http://s3.amazonaws.com/twitter_production/profile_images/51857279/merlin_icon_184-1_normal.png
778153723,@JackPine - Jesus Built Your Hotrod! DRAGRACING DRAGRACING! loud enough to knock ya down!,kosta,Kosta Stratigos,03-27-2008 12:18:33,http://s3.amazonaws.com/twitter_production/profile_images/20794332/the_bandit_normal.jpg
779026321,IT CAN BE HELPFUL TO KEEP GOING NO MATTER WHAT,jennyholzer,Jenny Holzer,03-28-2008 22:41:27,http://s3.amazonaws.com/twitter_production/profile_images/25643062/jenny_holzer_normal.jpg
779837592,"you know dad, like breaking through firewalls",cstoller,Chad Stoller,03-30-2008 16:01:17,http://s3.amazonaws.com/twitter_production/profile_images/51580031/chad_wu_mini_normal.jpg
779916819,$1 if you can prove that any woman in your life actually owns a pair of that ruffle-butt underwear you always see in lad mags.,ghostwhispers,J. Stratham,03-30-2008 19:25:26,http://s3.amazonaws.com/twitter_production/profile_images/18793512/inclusive-128_normal.jpg
780731989,Was asleep and in my dream I took a nap. I woke from the nap (still in the dream) holding a jellyfish wrapped in a tortilla. Now cant sleep.,jm3,John Manoogian III,04-01-2008 03:23:19,http://s3.amazonaws.com/twitter_production/profile_images/52652241/THE_STREETS_WILL_RUN_RED_WITH_GOLD_normal.png
781139607,"""I was ridiculed for a long time. I was told that I ruined needles, ruined styluses, ruined records..."" – Grandmaster Flash, http://tiny ...",venturehacks,Venture Hacks,04-01-2008 16:26:49,http://s3.amazonaws.com/twitter_production/profile_images/73867839/Picture_23_normal.png
782883987,The metalhead in me loves CHMOD 666. Am I Demon? Yes I am.,essl,Mike Essl,04-04-2008 08:42:52,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
783159927,"Nova (while playing ""the sims""): ""I'm just giving her a comfortable room so she doesn't complain and die""",cstoller,Chad Stoller,04-04-2008 17:49:01,http://s3.amazonaws.com/twitter_production/profile_images/51580031/chad_wu_mini_normal.jpg
783414549,"BATTLESTAR GALACTICA FANS, SPOILER ALERT:  The day after the premier, you wake up to find you're still living in your parent's basement.",Moltz,John Moltz,04-05-2008 07:47:52,http://s3.amazonaws.com/twitter_production/profile_images/116992556/B9_Torsoe_normal.jpg
783926156,Having wings would be the worst mutant power ever. What a pain in the ass that would be.,essl,Mike Essl,04-06-2008 10:20:20,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
783939456,"also, eating fresh-made waffles  with my hands like a savage",lmorchard,l.m. orchard,04-06-2008 10:54:22,http://s3.amazonaws.com/twitter_production/profile_images/55461184/heeed9_normal.jpg
783962437,"""Only put off until tomorrow what you are willing to die having left undone."" – Picasso",nivi,Nivi,04-06-2008 11:55:03,http://s3.amazonaws.com/twitter_production/profile_images/54022207/Nivi_Favicon_normal.jpg
784833764,@pheezy Does Walgreen's have Depends?,essl,Mike Essl,04-07-2008 21:06:28,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
784842828,"no, but according to @jasonhuyghe they have cadbury eggs for 7 cents in detroit!",kosta,Kosta Stratigos,04-07-2008 21:28:14,http://s3.amazonaws.com/twitter_production/profile_images/20794332/the_bandit_normal.jpg
785203647,Ingredients: Three big grapefruits.,pheezy,evan cordes,04-08-2008 10:34:18,http://s3.amazonaws.com/twitter_production/profile_images/16223042/51035644690_N01_normal.jpg
785306990,Heading into the suit hive. Tag: Studio Finances,formalplay,formalplay,04-08-2008 13:30:59,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
786703822,"The next time you casually dismiss Sean Paul, ask yourself: have you ever rhymed ""medulla oblongata"" and ""pussy piñata"" in a song? RESPECK!",scottsimpson,Scott Simpson,04-10-2008 13:17:27,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
786986142,"You don't cook?""  ""No, I just eat.",pheezy,evan cordes,04-10-2008 23:11:48,http://s3.amazonaws.com/twitter_production/profile_images/16223042/51035644690_N01_normal.jpg
787437419,"We should only hire deaf people, and communicate by signing.",dcurtis,Dustin Curtis,04-11-2008 13:38:14,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
787534728,"Two bacon chili cheese dogs, a chili dog with kraut, one Philly cheesesteak (no onions), a chicken cheesesteak, and one franks and beans.",essl,Mike Essl,04-11-2008 17:03:51,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
787565793,turned in my badge and sidearm-- er laptop.  I am now an ex-Yahoo!,lmorchard,l.m. orchard,04-11-2008 18:23:32,http://s3.amazonaws.com/twitter_production/profile_images/55461184/heeed9_normal.jpg
788086554,"Good news! I found the greatest love of all inside of me! Other stuff I found inside me: sangria, Red 40, lactobacilli, tiny Dennis Quaid.",meowrey,Meowrey,04-12-2008 20:01:19,http://s3.amazonaws.com/twitter_production/profile_images/51948244/stache_rides_one_quarter_normal.jpg
788511104,"I went to a restaurant that serves ""breakfast at any time"". So I ordered French Toast during the Renaissance.",notstevenwright,Fake Steven Wright,04-13-2008 17:07:33,http://s3.amazonaws.com/twitter_production/profile_images/27295042/sw_normal.jpg
789297614,sometimes i wish i didn't know html.,alexknowshtml,Alex Hillman,04-14-2008 19:30:21,http://s3.amazonaws.com/twitter_production/profile_images/105962850/karaoke-2_normal.jpg
789655148,"When God closes a door, He opens a window. But He forgets to remove security bars & insect screens, so it's like, ""Thanks for nothing, man!""",meowrey,Meowrey,04-15-2008 09:15:13,http://s3.amazonaws.com/twitter_production/profile_images/51948244/stache_rides_one_quarter_normal.jpg
790201217,When aliterations go bad: lost my leica in ludo. Loser.,troyyoung,troy young,04-16-2008 04:04:05,http://s3.amazonaws.com/twitter_production/profile_images/52392311/coco_normal.jpg
790572064,What doesn't kill you / Will make you eat an ancient / Bag of chocolate chips,momku,Momku,04-16-2008 13:03:28,http://s3.amazonaws.com/twitter_production/profile_images/18847342/kanji_mother_normal.jpg
790736017,"No one ever goes into the woodwork. They always come out, though.",dcurtis,Dustin Curtis,04-16-2008 17:37:06,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
790738245,"Just saw a dude ride a wheelie up the Williamsburgh Bridge all the way from Delancey wearing a track jacket reading ""HAND OF GOD"". Indeed.",kosta,Kosta Stratigos,04-16-2008 17:40:48,http://s3.amazonaws.com/twitter_production/profile_images/20794332/the_bandit_normal.jpg
791043890,"Overheard on amtrak: ""you have it as task #3, I have it as task #10""",cstoller,Chad Stoller,04-17-2008 05:30:38,http://s3.amazonaws.com/twitter_production/profile_images/51580031/chad_wu_mini_normal.jpg
791335464,"""the VO is as smooth as a velvet painting of cher's vagine""...today is a good day.",Dknoph,Dave Knoph,04-17-2008 12:55:54,http://s3.amazonaws.com/twitter_production/profile_images/32330942/Picture_23_normal.png
791340835,i want to curl up and snuggle in your beard with angelina jolie,Dknoph,Dave Knoph,04-17-2008 13:04:19,http://s3.amazonaws.com/twitter_production/profile_images/32330942/Picture_23_normal.png
791998701,Streetboobs,jamesv,james vreeland,04-18-2008 10:25:34,http://s3.amazonaws.com/twitter_production/profile_images/66558728/skull_001_normal.jpg
792791307,Absinthe & bhangra.,timoni,timoni,04-19-2008 20:00:06,http://s3.amazonaws.com/twitter_production/profile_images/135693989/timoni_normal.png
792810423,Giving fried twinkies an honest go.,formalplay,formalplay,04-19-2008 20:54:16,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
795408781,No child cheats as consistently and gleefully at Hide and Seek than my son.,Stuart,Stuart,04-23-2008 13:33:57,http://s3.amazonaws.com/twitter_production/profile_images/69456256/stu_normal.jpg
796964540,Upgraded to Max5 and am sad that it has a regular-app-like icon. I miss that other guy in the picture frame already. And the wisk too.,formalplay,formalplay,04-25-2008 12:04:01,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
797318050,"ROMANCE TIP: Women love honesty. Brutal, withering honesty.",scottsimpson,Scott Simpson,04-26-2008 00:20:41,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
798469652,@jm3 - losing a man in this jungle. advocating the removal of all previous / next image navigation functionality. destroy all lines.,kosta,Kosta Stratigos,04-27-2008 22:06:48,http://s3.amazonaws.com/twitter_production/profile_images/20794332/the_bandit_normal.jpg
799683931,THE FUTURE IS STUPID,jennyholzer,Jenny Holzer,04-29-2008 10:28:13,http://s3.amazonaws.com/twitter_production/profile_images/25643062/jenny_holzer_normal.jpg
800392934,"crossing the t's, dotting the i's, inserting the perezhilton.com screengrabs",jeffheuer,Jeff Heuer,04-30-2008 07:26:13,http://s3.amazonaws.com/twitter_production/profile_images/62697988/profile_normal.jpg
801990541,"For just the cost of clean water for a village in Africa, you could drink a delicious latte every day for a year. The More You Know.",scottsimpson,Scott Simpson,05-02-2008 09:26:22,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
805852810,"500 3"" crush proof ball pit balls to be shipped tomorrow to the office",alexchoi,alexchoi,05-07-2008 14:31:49,http://s3.amazonaws.com/twitter_production/profile_images/15268462/97263867_N00_normal.jpg
807341316,"Relax. If it has an Evite, you don’t need to be there.",ghostwhispers,J. Stratham,05-09-2008 09:02:13,http://s3.amazonaws.com/twitter_production/profile_images/18793512/inclusive-128_normal.jpg
808086340,Those cars that honk when you lock them are like people who shout when they yawn.,scottsimpson,Scott Simpson,05-10-2008 09:35:24,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
809011205,Just walked from Yerba Buena to Ocean Beach. Recommended.,nist,nist,05-11-2008 19:37:48,http://s3.amazonaws.com/twitter_production/profile_images/73179611/swoon_128_normal.jpg
812357240,"Wait, live is down?",dcurtis,Dustin Curtis,05-15-2008 17:44:02,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
812441987,Watching this render is like watching an old person make a bowel of ceral. I want to help but no matter what it would just cause problems.,formalplay,formalplay,05-15-2008 20:08:00,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
813752375,"I don't know what's in the garlic paste from Zankou, but it tastes like a hug from an Armenian grandma. A vampire-killing Armenian grandma.",communicatrix,Colleen Wainwright,05-17-2008 12:50:56,http://s3.amazonaws.com/twitter_production/profile_images/52569508/ctrixfisheye_333x333_normal.jpg
816795896,@cyantist you have no mouth but you must scream? in the grim future of cyan 40k there is only war?,jwz,Jamie Zawinski,05-21-2008 11:02:58,http://s3.amazonaws.com/twitter_production/profile_images/64763711/aim-bag-large_normal.jpg
816868812,"OH: ""is it really possible to pat one's self on one's back while simultaneously kissing one's own ass and jerking off?""",takeitez,Lady Naylon,05-21-2008 12:36:50,http://s3.amazonaws.com/twitter_production/profile_images/54183560/scarfthumb_normal.jpg
818444226,where does the Emerging Artist emerge from?,raylene,raylene,05-23-2008 09:44:21,http://s3.amazonaws.com/twitter_production/profile_images/54008753/lil_me_normal.jpg
820325914,"They could release a study saying Splenda contains ground up unicorn, lab rat tears, and flipper babies' crushed ambition, I'd still eat it.",AinsleyofAttack,Ainsley Drew,05-26-2008 10:45:12,http://s3.amazonaws.com/twitter_production/profile_images/35188412/telephone_normal.jpg
820383272,˙pnɹɔıun sǝop ɹǝʇʇıʍʇ ɟı ɹǝpuoʍ ı,jwz,Jamie Zawinski,05-26-2008 12:31:50,http://s3.amazonaws.com/twitter_production/profile_images/64763711/aim-bag-large_normal.jpg
820985495,"I want a bunch of forensic investigators to use luminol in my bedroom. I'd be like, ""Yeah, bitches. That's right.""",AinsleyofAttack,Ainsley Drew,05-27-2008 08:31:11,http://s3.amazonaws.com/twitter_production/profile_images/35188412/telephone_normal.jpg
821084498,"my globe-trotting empanada mama order: una reggaeton, una brazil, y una cheesesteak",jeffheuer,Jeff Heuer,05-27-2008 10:49:21,http://s3.amazonaws.com/twitter_production/profile_images/62697988/profile_normal.jpg
821690728,"""Melted clam sandwich"" makes my inner sixth grade girl barf. My inner sixth grade boy laughs till milk comes out his nose. Then barfs.",AinsleyofAttack,Ainsley Drew,05-28-2008 06:15:01,http://s3.amazonaws.com/twitter_production/profile_images/35188412/telephone_normal.jpg
821852820,"Freelance writing is a lot like street-walking, only people need road head.",AinsleyofAttack,Ainsley Drew,05-28-2008 09:57:03,http://s3.amazonaws.com/twitter_production/profile_images/35188412/telephone_normal.jpg
822079935,..ö:::::::::..:ö:..::::::://///öö!ööÖÖ::::..:://öööö!!.. That's a lil info graphic of my day from 3am til now in case you where interested,formalplay,formalplay,05-28-2008 16:32:06,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
822628589,"Reminder: Caltrain warns you that the door is about to close, but not that today the train is on a different track.",kev_in,Kevin Hunt,05-29-2008 09:35:43,http://s3.amazonaws.com/twitter_production/profile_images/62422490/Photo_40_normal.jpg
822968944,"At the grocery store I just checked a girl out so hard they had to call for clean up. Cuidado, piso mojado.",AinsleyofAttack,Ainsley Drew,05-29-2008 18:27:51,http://s3.amazonaws.com/twitter_production/profile_images/35188412/telephone_normal.jpg
823475859,"This girl, no voice.",raylene,raylene,05-30-2008 10:02:29,http://s3.amazonaws.com/twitter_production/profile_images/54008753/lil_me_normal.jpg
825501079,or thing whatsoever from the beginning of the world to the day of the date of this RELEASE with respect to RELEASEE causing damage,dcurtis,Dustin Curtis,06-02-2008 15:01:59,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
825501564,"The words ""RELEASOR"" and ""RELEASEE"" include all releasors and all releasees under this RELEASE.",dcurtis,Dustin Curtis,06-02-2008 15:02:16,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
826986554,I wish I could flip to the last few pages of my life story so I could read the ending. I promise to flip back and read the whole thing after,nothelga,jody,06-04-2008 10:13:59,http://s3.amazonaws.com/twitter_production/profile_images/31887672/Photo_14_normal.jpg
827215085,"I want to like the Flip, but my Canon SD850 has 640x480, better stabilization & color, works w/ iMovie '08, and it fits inside my vagina.",scottsimpson,Scott Simpson,06-04-2008 16:13:02,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
827215724,SORRY I MEANT FANNYPACK. Fits inside my *fannypack*.,scottsimpson,Scott Simpson,06-04-2008 16:14:12,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
828579982,is enjoying Biba's new #zivity set more than this meeting.,rxw,rxw,06-06-2008 11:14:56,http://s3.amazonaws.com/twitter_production/profile_images/27614922/Correct-radiation-warning_normal.png
828614462,"Well hello, Stinkeye / Guessing you'd prefer I don / Breastfeeding burka?",momku,Momku,06-06-2008 12:10:15,http://s3.amazonaws.com/twitter_production/profile_images/18847342/kanji_mother_normal.jpg
830794750,My grandmother just crashed my car.,dcurtis,Dustin Curtis,06-09-2008 13:38:55,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
835336832,"Do they sell tshirts that say ""I went postal at the postal museum?""",cstoller,Chad Stoller,06-15-2008 09:00:15,http://s3.amazonaws.com/twitter_production/profile_images/51580031/chad_wu_mini_normal.jpg
837229513,I need a drink.,disattend,disattend,06-17-2008 14:32:15,http://s3.amazonaws.com/twitter_production/profile_images/55579554/q694836735_8_normal.jpg
837262007,A weight just lifted off my shoulders. Figured out how it got there and pushed it off.,figmatic,figmatic,06-17-2008 15:26:44,http://static.twitter.com/images/default_profile_normal.png
838789882,"I hate going to the dentist. It reminds me that, were I to be captured and tortured, I'd sell out my friends and family within seconds.",matthewbaldwin,Matthew Baldwin,06-19-2008 09:30:44,http://s3.amazonaws.com/twitter_production/profile_images/53668214/n1067564338_5468_normal.jpg
838988779,Going to break shit yah! Attempting to anyway...,figmatic,figmatic,06-19-2008 14:26:21,http://static.twitter.com/images/default_profile_normal.png
839120551,You can't get ice cream from a Mr. Softee truck stopped at a red light. I tried.,essl,Mike Essl,06-19-2008 18:16:20,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
839575864,Today's MUNI lesson: Your live chickens will make a run for it while you're distracted cutting your toenails.,Mike_FTW,Rear Adm. Monteiro,06-20-2008 08:22:06,http://s3.amazonaws.com/twitter_production/profile_images/120566638/turbo_normal.jpg
841222633,Talent development tip of the week: Turn out the lights and shoot the f*ckers that don't glow.  -- @decourcy,jm3,John Manoogian III,06-22-2008 16:29:45,http://s3.amazonaws.com/twitter_production/profile_images/52652241/THE_STREETS_WILL_RUN_RED_WITH_GOLD_normal.png
841872335,"Got caught hanging out in the ladies room . (For RFID reader maintenance, I swear!)",pheezy,evan cordes,06-23-2008 12:16:34,http://s3.amazonaws.com/twitter_production/profile_images/16223042/51035644690_N01_normal.jpg
842116970,"Overheard walking across Houston: ""Listen! I had to have sex and I had to sell the computer!""",kosta,Kosta Stratigos,06-23-2008 19:11:39,http://s3.amazonaws.com/twitter_production/profile_images/20794332/the_bandit_normal.jpg
843897306,DPReview.com : camera reviews :: Jack the Ripper : hooker reviews,gruber,John Gruber,06-25-2008 22:25:04,http://s3.amazonaws.com/twitter_production/profile_images/102352863/gruber-sxsw-portrait_normal.png
844377241,HALF A MILLION BUTTERED SCONES,pheezy,evan cordes,06-26-2008 12:31:35,http://s3.amazonaws.com/twitter_production/profile_images/16223042/51035644690_N01_normal.jpg
844578094,Almost to NY. Longing for a street pretzel.,disattend,disattend,06-26-2008 17:54:33,http://s3.amazonaws.com/twitter_production/profile_images/55579554/q694836735_8_normal.jpg
844754132,"lester = illest dude on the wire. yea, a cop. I said it.",OLDMONEYNYC,Old Money,06-26-2008 23:43:24,http://s3.amazonaws.com/twitter_production/profile_images/68264956/7_scareapeuticLOGO_normal.jpg
845397769,"Whenever I read the phrase, ""the Bush-less Republicans,"" I laugh and then I feel a little funny in my special place.",jm3,John Manoogian III,06-27-2008 20:24:42,http://s3.amazonaws.com/twitter_production/profile_images/52652241/THE_STREETS_WILL_RUN_RED_WITH_GOLD_normal.png
845861103,Just saw an ambulance helping a turtle cross the road.,nanaenay,ranae heuer,06-28-2008 14:49:09,http://s3.amazonaws.com/twitter_production/profile_images/17150672/wine_normal.jpg
846657344,Spreads peanut butter on a mint chocolate chip ice cream sandwich. Fucking brilliant. Take my picture.,formalplay,formalplay,06-29-2008 21:48:37,http://s3.amazonaws.com/twitter_production/profile_images/17706772/formalplay_normal.jpg
847778310,"It wasn't cheating: I set my Facebook relationship to ""it's complicated"" five minutes before it happened. Ten minutes later, I set it back.",scottsimpson,Scott Simpson,07-01-2008 09:57:44,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
848054392,it is cold in space.,disattend,disattend,07-01-2008 17:51:07,http://s3.amazonaws.com/twitter_production/profile_images/55579554/q694836735_8_normal.jpg
848392954,being awake at 4am has little to recommend it; unless you enjoy the company of field mice or Jack In The Box employees.,kaiton,kaiton,07-02-2008 05:36:11,http://s3.amazonaws.com/twitter_production/profile_images/68105217/escher_normal.png
849544931,"We've all got our vices. You've got your ""caffeine addiction"", and I've got my just-murdered-you-for-talking-about-your-caffeine-addiction.",scottsimpson,Scott Simpson,07-03-2008 13:18:51,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
850089973,There's nunchuks in the Brighton 4th of July parade! And little kids kicking boards in half! Independence!,kosta,Kosta Stratigos,07-04-2008 07:57:02,http://s3.amazonaws.com/twitter_production/profile_images/20794332/the_bandit_normal.jpg
850093876,And Ben Franklin sitting on a toilet in the back of a pickup truck. With free TP for parade goers. Founding. Fathers.,kosta,Kosta Stratigos,07-04-2008 08:02:51,http://s3.amazonaws.com/twitter_production/profile_images/20794332/the_bandit_normal.jpg
850112251,The Four Horsemen of the Esophagus.,essl,Mike Essl,07-04-2008 08:30:07,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
850112826,"Hamburger bun maker Aunt Millie's 4th of July add reads ""We Bake Freedom"" Take that you commies!  THEY BAKE FREEDOM!!",tigerstripe,Andrew Heaton,07-04-2008 08:30:59,http://s3.amazonaws.com/twitter_production/profile_images/63761671/Photo_31_normal.jpg
852147581,Do you have too much RAM? Is your computer too fast? Adobe AIR can help.,eaton,Jeff Eaton,07-07-2008 10:25:56,http://s3.amazonaws.com/twitter_production/profile_images/75922089/eaton_normal.jpg
852179431,@jm3 would have a heart attack if he saw this photoshop layers palette,dcurtis,Dustin Curtis,07-07-2008 11:11:54,http://s3.amazonaws.com/twitter_production/profile_images/96173253/blue-fish_normal.png
852704011,"Ways to start a letter. ""To all you wizards of deliciousness,"" and: you know where to go from there I hope.",matthewmcvickar,Matthew McVickar,07-08-2008 03:29:46,http://s3.amazonaws.com/twitter_production/profile_images/150078570/Airport__Square__normal.gif
853288676,How do you tell when you're out of invisible ink?,notstevenwright,Fake Steven Wright,07-08-2008 17:40:28,http://s3.amazonaws.com/twitter_production/profile_images/27295042/sw_normal.jpg
853963582,"I do go by my stagename which is Clearwater Hotbox Grits, and I do wear an ankle length poncho with the pattern of the American flag on it.",kosta,Kosta Stratigos,07-09-2008 11:51:06,http://s3.amazonaws.com/twitter_production/profile_images/20794332/the_bandit_normal.jpg
854187099,This bacon deserves to be eaten in reverential awe. You should shave your head and wear a saffron robe.,nanaenay,ranae heuer,07-09-2008 17:19:11,http://s3.amazonaws.com/twitter_production/profile_images/17150672/wine_normal.jpg
854989619,prune juice + blended apricots = OBSESSION!  I don't even like prunes but I am pretty sure this will make me live forever and not look it.,raylene,raylene,07-10-2008 13:26:38,http://s3.amazonaws.com/twitter_production/profile_images/54008753/lil_me_normal.jpg
855773997,"Hmm...Dow in the shitter, still no SAG contract, gas near 5 bucks/gallon...maybe you line-waiters should do your part and buy 2 apiece.",communicatrix,Colleen Wainwright,07-11-2008 08:57:03,http://s3.amazonaws.com/twitter_production/profile_images/52569508/ctrixfisheye_333x333_normal.jpg
856298246,my cock burns for supportive underwear.,universesimon,Simon Frankson,07-11-2008 22:19:57,http://s3.amazonaws.com/twitter_production/profile_images/58532514/Picture_4_normal.png
856748434,Costco sells coffins. htttp://twitpic.com/3ry8,essl,Mike Essl,07-12-2008 13:15:43,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
856856144,Taking my a.p.c.'s to the shower... fear.,tto,tollmanowens,07-12-2008 16:51:07,http://s3.amazonaws.com/twitter_production/profile_images/70956314/smallDorkPhoto_normal.jpg
857381299,"It's amazing what people can do with safety pins, scrap fabric, and decades of loneliness.",scottsimpson,Scott Simpson,07-13-2008 11:25:51,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
857383517,My wife just bought a dildo made of vintage typewriter keys.,scottsimpson,Scott Simpson,07-13-2008 11:30:07,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
857417446,Wondering if I believe in the hair of the dog.,crystal,crystal,07-13-2008 12:32:11,http://s3.amazonaws.com/twitter_production/profile_images/74090619/meandfu_normal.png
857439140,Travel Tip: When an older woman rolls her eyes at you start barking like a dog.,essl,Mike Essl,07-13-2008 13:13:44,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
858285232,"Someday I'll avenge / You, Turkish kilim. Makers / Of Gogurt beware",momku,Momku,07-14-2008 11:59:16,http://s3.amazonaws.com/twitter_production/profile_images/18847342/kanji_mother_normal.jpg
860415941,Just saw a homeless man grab a glass of wine off a girl's table eating at a sidewalk cafe. He downed it.,nanaenay,ranae heuer,07-16-2008 16:36:27,http://s3.amazonaws.com/twitter_production/profile_images/17150672/wine_normal.jpg
860422766,@nanaenay quit following me!!!,pheezy,evan cordes,07-16-2008 16:47:31,http://s3.amazonaws.com/twitter_production/profile_images/16223042/51035644690_N01_normal.jpg
861211729,"Marveling at my ability, when faced with two equally bad options, to resolve it with a third, even worse, one.",scottsimpson,Scott Simpson,07-17-2008 12:32:23,http://s3.amazonaws.com/twitter_production/profile_images/63487780/twitterphoto_normal.jpg
861385136,Is it wrong that I love it when little kids are terrified of me?,essl,Mike Essl,07-17-2008 16:00:25,http://s3.amazonaws.com/twitter_production/profile_images/58405580/essl_twit_normal.png
861413015,"OH: ""Your mom's like twitter ... always going down on me""",alexchoi,alexchoi,07-17-2008 16:38:15,http://s3.amazonaws.com/twitter_production/profile_images/15268462/97263867_N00_normal.jpg
861583634,The market smells like cattle. At dawn the slaughter begins...,tto,tollmanowens,07-17-2008 20:42:33,http://s3.amazonaws.com/twitter_production/profile_images/70956314/smallDorkPhoto_normal.jpg
